-1.800000000000000044e+00;7.200000000000000844e-01;7.200000000000000844e-01;1.800000000000000211e-01;1.800000000000000211e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.000000000000000000e+00;4.000000000000000222e-01;4.000000000000000222e-01;1.000000000000000056e-01;1.000000000000000056e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+00;0.000000000000000000e+00;-2.900000000000000355e+00;0.000000000000000000e+00;1.000000000000000056e-01;0.000000000000000000e+00;7.200000000000000844e-01;7.200000000000000844e-01;0.000000000000000000e+00;1.800000000000000211e-01;1.800000000000000211e-01;0.000000000000000000e+00
5.999999999999999778e-01;0.000000000000000000e+00;1.000000000000000000e+01;-1.250000000000000000e+01;0.000000000000000000e+00;1.000000000000000056e-01;0.000000000000000000e+00;7.200000000000000844e-01;7.200000000000000844e-01;0.000000000000000000e+00;1.800000000000000211e-01;1.800000000000000211e-01
0.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000111e-01;0.000000000000000000e+00;-2.200000000000000178e+00;0.000000000000000000e+00;4.000000000000000222e-01;4.000000000000000222e-01;0.000000000000000000e+00;1.000000000000000056e-01;1.000000000000000056e-01;0.000000000000000000e+00
0.000000000000000000e+00;5.999999999999999778e-01;0.000000000000000000e+00;2.000000000000000111e-01;1.000000000000000000e+01;-1.179999999999999893e+01;0.000000000000000000e+00;4.000000000000000222e-01;4.000000000000000222e-01;0.000000000000000000e+00;1.000000000000000056e-01;1.000000000000000056e-01
0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-3.281012984357887685e+00;6.389860790847994299e-01;1.999906344268674238e-02;3.522815531091167962e-01;2.610139209151630668e-01;8.732367806046342079e-03
0.000000000000000000e+00;0.000000000000000000e+00;5.999999999999999778e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.056195730340154171e+01;-1.286350561140408999e+01;7.453708519436873237e-02;2.398981917079707482e-01;3.635056114040513542e-01;2.360741969608054838e-02
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.199999999999999956e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.280431645030470023e-01;2.063392092803789168e+01;-2.299412223646515585e+01;2.336256444228595464e-01;2.660790719620660938e-01;1.324534275392065252e-01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;0.000000000000000000e+00;5.438816753567291551e-01;3.549922661582217698e-01;1.111059080149263446e-02;-3.059843581606046303e+00;1.450077338417572470e-01;4.851315447803522703e-03
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.999999999999999778e-01;1.000000000000000000e+00;3.121985018897448505e-01;5.536079936643941712e-01;4.140949177464928882e-02;1.013327677317109554e+01;-1.265360799366441569e+01;1.311523316448919355e-02
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.199999999999999956e+00;2.933573136128039271e-01;3.521782933543851080e-01;2.588209797415812474e-01;1.297920246793664023e-01;2.014782170664559402e+01;-2.238197031803377257e+01
